MOVIES,YEAR,GENRE,IMDB-RATING,DURATIONS,IMAGE,SCREENSHOT,TRAILER,SYNOPSIS,720p torrent,1080p torrent
Hunters,2021,Action,0,  1 hr 35 min  ,https://img.yts.mx/assets/images/movies/hunters_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/hunters_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/hunters_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/hunters_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," As John T. Wrecker continues his task of protecting a group of refugees from a virus, the threat of something new and even more dangerous grows ever closer in the form of monstrous mutants. ",https://yts.mx/torrent/download/044A101DE17C81F74BD49EEB97793C08A49232BA,https://yts.mx/torrent/download/4FCB50CD0DF00A693FE07E0FB11BEA2AFC740AEC
Chompy & The Girls,2021,Comedy / Horror,0,  1 hr 29 min  ,https://img.yts.mx/assets/images/movies/chompy_the_girls_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/chompy_the_girls_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/chompy_the_girls_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/chompy_the_girls_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, A troubled woman meets her father for the first time and their encounter goes from awkward to alarming when they witness a man swallow a little girl whole. ,https://yts.mx/torrent/download/6F6BE416C2B365880EBCFA66C92D9CC49FD18742,https://yts.mx/torrent/download/A17875CE4F5618C7BE28A1EEE1652B3A91C96FFB
Another Girl,2021,Drama,0,  1 hr 35 min  ,https://img.yts.mx/assets/images/movies/another_girl_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/another_girl_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/another_girl_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/another_girl_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/GkszJ3Bxld8?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Elle Overton, a college student, becomes obsessed with Katie Kampenfelt, the mysterious heroine of a novel she's just finished reading. When Elle, battling depression, becomes convinced that Katie is actually a flesh-and-blood human being, it sets her on a reckless and terrifying course. An exploration of the potentially dangerous allure of the Internet, the film picks up where its predecessor, the cult hit Ask Me Anything, left off. ",https://yts.mx/torrent/download/D55849AF4E8C67F34FC2C776D3AFFCBCDE741935,https://yts.mx/torrent/download/AA31914A500C4210BD37EA7743DDDDDFD389C0B9
Stripperland,2011,Comedy / Horror,3.3,  12 hr 24 min  ,https://img.yts.mx/assets/images/movies/stripperland_2011/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/stripperland_2011/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/stripperland_2011/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/stripperland_2011/large-screenshot3.jpg']",https://www.youtube.com/embed/Akx3xMjzSxI?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," A strange virus causes the majority of the female population to turn into lethal carnivorous zombie strippers. A small band of survivors - amiable geek Idaho, laconic macho cowboy Frisco, spunky Virginia, and her scrappy sister West - embark on a dangerous cross country trek to get to Grandma's house in Portland, Oregon. —Woodyanders ",https://yts.mx/torrent/download/6693534F9E6C39ED720F283DCB423D6EF9B678FD,https://yts.mx/torrent/download/CE7007FFA73BD34210AB72144C6A45C2DD77D746
Deep Space,1988,Horror / Sci-Fi,4.5,  1 hr 30 min  ,https://img.yts.mx/assets/images/movies/deep_space_1988/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/deep_space_1988/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/deep_space_1988/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/deep_space_1988/large-screenshot3.jpg']",https://www.youtube.com/embed/b-XHF4akfc0?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," An American satellite with a new biological weapon gets out of control and crashes onto US territory. A slimy monster emerges and manages to escape, killing everyone who crosses his path. Police Lieutenant McLemore gets the job to stop the killing machine. —Tom Zoerner ",https://yts.mx/torrent/download/DBB2F24914940D8EC55BF427161F34BA6A6FC75E,https://yts.mx/torrent/download/CE7007FFA73BD34210AB72144C6A45C2DD77D746
The Voyeurs,2021,Drama / Mystery / Thriller,5.8,  1 hr 56 min  ,https://img.yts.mx/assets/images/movies/the_voyeurs_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_voyeurs_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_voyeurs_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_voyeurs_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/nnhVyJwfbFc?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite - inviting them to witness the volatile relationship of the attractive couple across the street. But when they attempt to anonymously intercede in their lives, they unwittingly set in motion a chain of events that will lead to disaster. ",https://yts.mx/torrent/download/4F6089A04E7F5FDAB6574D0DE1D4323D3CEC50CC,https://yts.mx/torrent/download/74AAE164E21E026FC585377D15536B056C05F706
The Neighbors,2012 [KOREAN],Drama / Thriller,6.6,  1 hr 50 min  ,https://img.yts.mx/assets/images/movies/the_neighbors_2012/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_neighbors_2012/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_neighbors_2012/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_neighbors_2012/large-screenshot3.jpg']",https://www.youtube.com/embed/1l-T9Z5XXow?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," On a raining evening, middle-school student Yeo-Seon (Kim Sae-Ron), resident of a middle-class apartment complex, walks home alone from the bus stop, but she doesn't make it home. 10 days later, her decapitated body is found in a red suitcase. Gyung-Hee (Kim Yunjin) is Yeo-Seon's stepmother. She carries tremendous guilt, because she did not pick her up stepdaughter on the evening that she was abducted. A few days later, Gyung-Hee is so startled, she falls to the floor in the parking lot of her apartment complex. A girl stands in front of her. The young girl's name is Soo-Yeo (Kim Sae-Ron) and she carries an uncanny resemblance to her murdered stepdaughter. Soo-Yeo also lives in the same apartment complex. Another 10 days later, the murderer has yet to be caught and he has killed again. Meanwhile, several people in the apartment complex begin to suspect one of their own residents, Seung-Hyuk (Kim Sung-Kyun), is the serial killer, but they keep it to themselves for various reasons. The neighborhood pizza delivery boy (Do Ji-Han), the apartment complex security guard (Cheon Ho-Jin), the man who sold the red suitcase (Lim Ha-Ryong) and Gyung-Hee are all aware of circumstantial evidence that links Seung-Hyuk to the murders. Can and will they act upon their hunches before he strikes again? —asianwiki.com ",https://yts.mx/torrent/download/CE10222EBDC7AB14AD97DD08E816FCCADA07D88E,https://yts.mx/torrent/download/5266BA7BA360A5D62CAEE5B92C0E4297C4D7FE44
Let Them Rest,1967 [ITALIAN],Western,6.5,  1 hr 46 min  ,https://img.yts.mx/assets/images/movies/let_them_rest_1967/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/let_them_rest_1967/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/let_them_rest_1967/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/let_them_rest_1967/large-screenshot3.jpg']",https://www.youtube.com/embed/hDnsl8PLcwk?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," In Fort Hernandez, San Antonio, a group of Mexican villagers is betrayed by Confederate soldiers led by aristocratic Officer George Bellow Ferguson and they are slaughtered. After the massacre, the boy Requiescant wanders in the desert but is rescued by the religious Father Jeremy, who is traveling with his wife and daughter in his wagon. The boy is raised like a son, and when he grows up he is very close to his foster sister Princy. One day, the rebellious Princy leaves her family to travel with a theater company. Requiescant promises his foster parents that he'll bring Princy back home. On his journey he displays great self-protection skill with his gun. When he arrives in San Antonio, he finds that the city belongs to Ferguson. He goes to a saloon to find that Princy has become a prostitute pimped by Ferguson's henchman, gunslinger Dean Light. Requiescant asks Ferguson to release Princy to him, but the boss of the town is reluctant to release her. When Requiescant learns that he is Mexican and the fate of his family, he decides to help the priest Don Juan start an uprising against Ferguson. —Claudio Carvalho, Rio de Janeiro, Brazil ",https://yts.mx/torrent/download/F1121EAFA8C8B8E5C3C8D21C50F12DC16F188527,https://yts.mx/torrent/download/C3C35A3B40CCF162AFE291B44500A91BB93F3D60
The Birthday Party,1968,Action / Drama / Mystery / Thriller,6.5,  2 hr 4 min  ,https://img.yts.mx/assets/images/movies/the_birthday_party_1968/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_birthday_party_1968/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_birthday_party_1968/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_birthday_party_1968/large-screenshot3.jpg']",https://www.youtube.com/embed/4evKVvaE4N0?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Based on Harold Pinter's enigmatic play about a border in a British seaside dwelling who is visited by two strangers. They torment him verbally, ask him idiotic unanswerable questions, force him to sit down and stand up, and give him a ""party."" Then, eventually, they take him away, a tongue-tied idiot. The trivial becomes the terrible, and with it a certain wonder, a certain pity. —alfiehitchie ",https://yts.mx/torrent/download/E6246B310960B8BA9ABEBF83060EF04A6F05ACA9,https://yts.mx/torrent/download/C3C35A3B40CCF162AFE291B44500A91BB93F3D60
Lookin' to Get Out,1982,Comedy,5.1,  1 hr 59 min  ,https://img.yts.mx/assets/images/movies/lookin_to_get_out_1982/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/lookin_to_get_out_1982/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/lookin_to_get_out_1982/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/lookin_to_get_out_1982/large-screenshot3.jpg']",https://www.youtube.com/embed/wvXgEBw53nk?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Two gamblers must leave New York City after one loses a lot of money. Doing what all gamblers in trouble would do, they hurry to the gambling capital Las Vegas to turn their luck around. —Melissa Portell ",https://yts.mx/torrent/download/093BE8CAF1B3B32D3D4E545A1E5FFF7EECD85F9D,https://yts.mx/torrent/download/C3C35A3B40CCF162AFE291B44500A91BB93F3D60
About an Age,2018,Drama,7.1,  1 hr 30 min  ,https://img.yts.mx/assets/images/movies/about_an_age_2018/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/about_an_age_2018/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/about_an_age_2018/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/about_an_age_2018/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, It's Friday night and five friends on the cusp of adulthood gather at a house to celebrate the end of another school week. ,https://yts.mx/torrent/download/2C5C615C82F91984723F4DB3C7108897348CDAAA,https://yts.mx/torrent/download/833BE27E986BA56EEFD217A281CCE53BF316ACE2
Mystery of the Nile,2005,Documentary,6.7,  12 hr 47 min  ,https://img.yts.mx/assets/images/movies/mystery_of_the_nile_2005/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/mystery_of_the_nile_2005/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/mystery_of_the_nile_2005/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/mystery_of_the_nile_2005/large-screenshot3.jpg']",https://www.youtube.com/embed/cW40kljgJkI?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Join a team of explorers on the expedition of a lifetime as they set off to become the first to navigate the Blue Nile from source to sea. The epic 3,260 mile descent down the world's greatest and deadliest river has eluded humankind for centuries - until now! Ride shotgun on the team's 16-foot rafts as they crash through the rapids in Ethiopia's desert canyons. Battle through some of the world's most extreme whitewater rapids with renowned kayaker, Gordon Brown. Over the arduous, four month journey, the team faces nearly in-surmountable challenges - from crocodile attacks to armed bandits and arrests. Through breathtaking cinematography, Mystery of the Nile reveals a wondrous region and abundant treasures, from Tissisat Falls and the wonders of Egypt to the forgotten black pyramids of Meroe and 12th century churches that were carved into sheer rock. —Anonymous ",https://yts.mx/torrent/download/1FA85635C885A1E152F19ABCA53192165D947BBC,https://yts.mx/torrent/download/889AB31E1DC01D807575D813F232F2D383887EC2
Excess Flesh,2015,Drama / Horror / Thriller,3.7,  1 hr 43 min  ,https://img.yts.mx/assets/images/movies/excess_flesh_2015/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/excess_flesh_2015/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/excess_flesh_2015/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/excess_flesh_2015/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Jill is obsessed with her new roommate Jennifer, a promiscuous and sexy hotshot in the LA Fashion scene. New to the city and recently single, Jill is unable to keep up as she binges and purges to stay thin; eventually hating herself and everyone around her. Her jealousy and rage spiral out of control -- Jennifer has everything, and Jill wants to be just like her. If Jill can't BE Jennifer, she must destroy her. —Anonymous ",https://yts.mx/torrent/download/F72099433E1F250ECBD38FA5A813FDBBBC2DBB08,https://yts.mx/torrent/download/889AB31E1DC01D807575D813F232F2D383887EC2
Suture,1993,Drama / Thriller,6.6,  1 hr 36 min  ,https://img.yts.mx/assets/images/movies/suture_1993/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/suture_1993/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/suture_1993/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/suture_1993/large-screenshot3.jpg']",https://www.youtube.com/embed/IzZSguDxGsk?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones? —Michael Brooke ",https://yts.mx/torrent/download/CF92E3257D87CE5946C89AA7B529B664D9C29354,https://yts.mx/torrent/download/FE54BDD50EA1EAD5C26C5EE75DB2E3164C167131
The Warring States,2011 [CHINESE],Drama / War,4.5,  2 hr 4 min  ,https://img.yts.mx/assets/images/movies/the_warring_states_2011/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_warring_states_2011/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_warring_states_2011/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_warring_states_2011/large-screenshot3.jpg']",https://www.youtube.com/embed/Fz_ncdiM8wo?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, Rival Chinese military strategists Sun Bin (Sun Hong-lei) and Pang Juan (Francis Ng) clash in this historic war adventure set during the Era of Warring States. ,https://yts.mx/torrent/download/0727B11F966893EFC0CC1E13D016086C64CC64E5,https://yts.mx/torrent/download/037FC2F2059B175EF656D8451156F74FC916416F
La luz en el cerro,2016,Crime / Horror / Mystery,6.4,  1 hr 24 min  ,https://img.yts.mx/assets/images/movies/la_luz_en_el_cerro_2016/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/la_luz_en_el_cerro_2016/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/la_luz_en_el_cerro_2016/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/la_luz_en_el_cerro_2016/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, The mysterious death of a mountain shepherd awakens greed and superstition in a remote Peruvian village. ,https://yts.mx/torrent/download/086F81F43F5883C5475027F368F0ACF5CE48C558,https://yts.mx/torrent/download/59ABDC1755A4A9EA9807DCE46295C66C20637707
Bigfoot and the Burtons,2015,Action / Adventure / Drama,4.9,  1 hr 32 min  ,https://img.yts.mx/assets/images/movies/bigfoot_and_the_burtons_2015/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/bigfoot_and_the_burtons_2015/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/bigfoot_and_the_burtons_2015/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/bigfoot_and_the_burtons_2015/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," When an ignored little boy bonds with Bigfoot and discovers the human-like ape is in danger, he has to find the courage to stand up to those bigger than him to save the legendary creature and set him free. ",https://yts.mx/torrent/download/766AC1D5A91B7A89B839484304C413CEEE794352,https://yts.mx/torrent/download/8419F08259420DFC35E8838B5B3A0A840A6FD81F
Dr. Cabbie,2014,Comedy,6,  1 hr 43 min  ,https://img.yts.mx/assets/images/movies/dr_cabbie_2014/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/dr_cabbie_2014/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/dr_cabbie_2014/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/dr_cabbie_2014/large-screenshot3.jpg']",https://www.youtube.com/embed/TwURUbFpMXM?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," An unemployed doctor turned cab driver becomes a local hero when he converts his taxi into a mobile clinic. Dr. CABBIE is the heart warming journey of a young Indian Doctor who immigrates to Canada with the selfless ambition of healing others while beginning a new life in the land of opportunity. Dr. CABBIE discovers his true purpose and true love when he embarks upon this journey of a doctor turned cabbie. —Lisa Shamata, Unit Publicist ",https://yts.mx/torrent/download/18B607F775D40608EF31E9551E9216D6503B8EE2,https://yts.mx/torrent/download/6D431AF866F53B6815FF929029048BA9FBBC7DB3
Outpost,2008,Action / Horror / Sci-Fi,5.8,  1 hr 30 min  ,https://img.yts.mx/assets/images/movies/outpost_2008/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/outpost_2008/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/outpost_2008/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/outpost_2008/large-screenshot3.jpg']",https://www.youtube.com/embed/fEI-v5pdivA?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," In a seedy bar in a town ravaged by war, mysterious businessman Hunt hires ex-marine D.C. to assemble a crack team of ex-soldiers to protect him on a dangerous journey into no-man's land. To this gang of hardened warriors, battle-worn veterans and borderline criminals killing is just a job - and one they enjoy. Their mission - to scope out an old military bunker. It should be easy - 48 hours at the most. Lots of cash for little risk, or so he says. Once at the outpost, the men make a horrific discovery that turns their mission on its head - the scene of a bloody and gruesome series of experiments, carried out by the Nazis on their own soldiers during WWII. Amid the carnage, they find something even more disturbing - someone who's still alive. As war rages above ground, and a mysterious enemy emerges from the darkness below, D.C. and his men find themselves trapped in a claustrophobic and terrifying scenario. Their mission is no longer one of safe-guarding - it's one of survival. Together they must discover why Hunt has brought them to the outpost - and what it is that's killing them off, one by one. —Anonymous ",https://yts.mx/torrent/download/8BA6B2394A75DA6184B478E19D43A71D1286B10E,https://yts.mx/torrent/download/B360C5FDBD038D6A216E089536789AF573469D6D
