MOVIES,YEAR,GENRE,IMDB-RATING,DURATIONS,IMAGE,SCREENSHOT,TRAILER,SYNOPSIS,720p torrent,1080p torrent
American Poltergeist,2015,Horror / Thriller,2.1,  1 hr 24 min  ,https://img.yts.mx/assets/images/movies/american_poltergeist_2015/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/american_poltergeist_2015/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/american_poltergeist_2015/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/american_poltergeist_2015/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," A group of friends move into a vacation home with a sinister past in Fall River, Massachusetts. Suspicious of the home's owner, Taryn feels a strong connection to the house and finds herself at the center of one of the most deadly poltergeists in American history. —Nicole Holland ",https://yts.mx/torrent/download/24A94E02E8EDAD1520ABE8A38A06CF4CA946575D,https://yts.mx/torrent/download/3570212263AF30927DB1A934E001F35B2A770CE4
Sixty Million Dollar Man,1995 [CN],Comedy,6.2,  1 hr 30 min  ,https://img.yts.mx/assets/images/movies/sixty_million_dollar_man_1995/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/sixty_million_dollar_man_1995/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/sixty_million_dollar_man_1995/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/sixty_million_dollar_man_1995/large-screenshot3.jpg']",https://www.youtube.com/embed/om2mSgknmhI?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Stephen Chow plays a rich playboy who is blown up by a mafia boss when he flirts with the boss's girl. Through a series of circumstances his professor makes him a synthetic (robotic) body that allows him to change into a variety of ""Mrs. Wong's Household products"" like a microwave and toothpaste. Chow eventually goes to work at a school notorious for it's rowdy students and singlehandledly disciplines them all. He then goes on to marry a former classmate played by Gigi Leung. But before the wedding happens, the mafia boss finds out that Chow is still alive and sends in his own human-robot to take Chow out for once and for all. —Aya ",https://yts.mx/torrent/download/49CFEC8D428ACA9EF99D5D330B2F0383D8193C7A,https://yts.mx/torrent/download/424EDF59CE599114496C569B05667914C374DF6E
The Glory Guys,1965,Romance / Western,6.1,  1 hr 53 min  ,https://img.yts.mx/assets/images/movies/the_glory_guys_1965/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_glory_guys_1965/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_glory_guys_1965/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_glory_guys_1965/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," During the Sioux Wars, General Frederick McCabe's 3rd U. S. Cavalry Regiment recruits and trains men for the upcoming campaign against the Sioux. Captain Demas Harrod is in charge of the D troop. He's also in love with pretty Lou Woodard who lives in Mule City and is engaged to Sol Rogers, chief of scouts under General McCabe. She claims to be attracted to both men, which brings the two rivals into conflicts that often end up in fist-fights. At the fort, the training of men intensifies. After the graduation, the troopers get a well-deserved leave which they spend in nearby Mule City drinking heavily and causing disturbances. These disturbances prompt the town Marshal and his deputies to try to arrest the rowdy soldiers. A general fist-fight ensues, bringing Captain Harrod and chief of scouts Rogers together on the same side of the match. General McCabe participates in a commanders' briefing to devise a plan of attack against the Sioux. McCabe is ordered to advance his regiment to a rendezvous point and wait for General Hoffman's regiment. He's told to refrain from attacking the Sioux without Hoffman's support. But General McCabe, ambitious and dreaming of glory, secretly decides to rush his troops to arrive at their predetermined destination a day early. He intends to attack the Sioux without General Hoffman's assistance and therefore claim all the glory for himself. Unknown to him, the Sioux forces are much larger than previously estimated. General McCabe and his troops are in mortal danger. —nufs68 ",https://yts.mx/torrent/download/D5D06FAF47A3BF4C47863BDB1F8C30C037CC5D51,https://yts.mx/torrent/download/424EDF59CE599114496C569B05667914C374DF6E
Magic Crystal,1986 [CN],Action / Adventure / Comedy,6,  1 hr 35 min  ,https://img.yts.mx/assets/images/movies/magic_crystal_1986/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/magic_crystal_1986/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/magic_crystal_1986/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/magic_crystal_1986/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Looking to cash in on the popularity of Steven Spielberg's mega-hits E.T. and Raiders of the Lost Ark, Hong Kong schlockmeister Wong Jing directs this yarn about Andy who, along with buddies Pin-pin and Pancho ventures to Greece to find his long lost friend Shen. They soon discover Shen is being tailed both by the KGB and by Interpol after discovering some rare gems in an archaeological dig. After a unkindly series of events, Andy winds up back in Hong Kong with the stones, which, it turns out, is not gems but rather an alien life form. Meanwhile Karov, an evil magician, is hell bent on getting his hands on the gem/alien no matter what. —Jonathan Crow ",https://yts.mx/torrent/download/9F1AFABA763B532DF7E165CFDC776290A4088ADA,https://yts.mx/torrent/download/2DFF9BD9088CCFA708926F3BF591A5D01635D9BA
The Boss Baby: Family Business,2021,Adventure / Animation / Comedy,5.9,  1 hr 47 min  ,https://img.yts.mx/assets/images/movies/the_boss_baby_family_business_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_boss_baby_family_business_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_boss_baby_family_business_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_boss_baby_family_business_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/CK6xdYIsaa0?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," The Templeton brothers have become adults and drifted away from each other, but a new boss baby with a cutting-edge approach is about to bring them together again - and inspire a new family business. ",https://yts.mx/torrent/download/6D870A173522AB9BF5D7D388A521FFFD76C44CA5,https://yts.mx/torrent/download/79844D98E63DED2A6A3DAC0AC65E0DBDBCEA52F8
Something Big,1971,Comedy / Western,5.7,  1 hr 48 min  ,https://img.yts.mx/assets/images/movies/something_big_1971/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/something_big_1971/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/something_big_1971/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/something_big_1971/large-screenshot3.jpg']",https://www.youtube.com/embed/qNjd5ZbXuhM?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Joe Baker has a dream. He wants to do 'something big.' When he needs a Gatling gun to accomplish this, he seeks out a black marketeer. The price he wants for the gun? A woman! So Baker kidnaps a woman off of the stagecoach, only to find that she is the wife of the commandant of the local Cavalry detachment. Things get further complicated when a girl named Dover McBride shows up. She has come to force Baker to marry her and return east, as he promised to do four years earlier. —Alfred Jingle ",https://yts.mx/torrent/download/4E6335C62FAEA1AA9872AEFB20A4C858FCAADE13,https://yts.mx/torrent/download/79844D98E63DED2A6A3DAC0AC65E0DBDBCEA52F8
Too Soon: Comedy After 9/11,2020,Documentary,6.4,  1 hr 28 min  ,https://img.yts.mx/assets/images/movies/too_soon_comedy_after_911_2020/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/too_soon_comedy_after_911_2020/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/too_soon_comedy_after_911_2020/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/too_soon_comedy_after_911_2020/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Tragedy + Time + Comedy = Healing. From the immediate aftermath of 9/11 to today stand-up comedians, talk-show hosts, sketch performers, television animators and other entertainers have used often-controversial jokes to unite and heal in the face of tragedy. ",https://yts.mx/torrent/download/5988A2614E1E81F283B18ECE169AC7F9039A0C97,https://yts.mx/torrent/download/A1679F586982D6C0539D5A410DD65B84FD965123
Flame of the Islands,1955,Crime / Drama / Film-Noir,6,  1 hr 30 min  ,https://img.yts.mx/assets/images/movies/flame_of_the_islands_1955/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/flame_of_the_islands_1955/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/flame_of_the_islands_1955/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/flame_of_the_islands_1955/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," The story of a café singer who buys a gambling casino, and the men who fall in love with her. ",https://yts.mx/torrent/download/1062E0B0D3B3831BFDE8A87152DD55A4D7C9A519,https://yts.mx/torrent/download/CF569E06C631E41641273FC8B6A6B00ACAE762E5
Come from Away,2017,Comedy / Drama / Musical,9.4,  1 hr 46 min  ,https://img.yts.mx/assets/images/movies/come_from_away_2017/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/come_from_away_2017/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/come_from_away_2017/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/come_from_away_2017/large-screenshot3.jpg']",https://www.youtube.com/embed/Af77C4zUkjs?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," On September 11th, 2001, 7000 people are stranded in the tiny town of Gander, Newfoundland after all flights into the US are grounded. While stranded, the people of Gander and the ""come from aways"" find love, loss, and hope in the aftermath of terror. —jkell ",https://yts.mx/torrent/download/D9567D9BD5D244C6A8780DC4C688CFB54CE92ABB,https://yts.mx/torrent/download/94D484C12F177F3570DC3212C456ACD4838ECEF3
Blood Sacrifice,0000,Drama,4.4,  1 hr 27 min  ,https://img.yts.mx/assets/images/movies/blood_sacrifice_/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/blood_sacrifice_/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/blood_sacrifice_/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/blood_sacrifice_/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," What would you give up in order to follow your dreams? In this thrilling film you watch the journey of Corey and Gunz, who are best friends, unravel. ",https://yts.mx/torrent/download/4AB0D16BED02A617D26B28B9F70F150963B9AD4A,https://yts.mx/torrent/download/FE8FF8FC41CB4E0492045309F3D332D2FF7BEACA
Detainee 001,2021,Documentary,6.7,  1 hr 28 min  ,https://img.yts.mx/assets/images/movies/detainee_001_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/detainee_001_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/detainee_001_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/detainee_001_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," In the aftermath of the 9/11 attacks, the US and its allies invaded Afghanistan with the mission of identifying, infiltrating and eliminating terrorist networks. Public attention riveted on the capture of John Walker Lindh, a radical mujahideen fighter who became known as ""the American Taliban."" Through never-before-seen footage of his capture and interrogations, Emmy winning director Greg Barker harrowingly explores how America grapples with justice in the fog of war and how narratives are built and destroyed in the aftermath of battle. —SHOWTIME ",https://yts.mx/torrent/download/5DB6B4EF66C639CC264ED521CC4C60FD3FAAF840,https://yts.mx/torrent/download/A1B653537FAA7420FDE179A01DA665115E6AF35C
Lady of the Manor,2021,Comedy,7.9,  1 hr 36 min  ,https://img.yts.mx/assets/images/movies/lady_of_the_manor_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/lady_of_the_manor_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/lady_of_the_manor_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/lady_of_the_manor_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/Hjh92f8Faxs?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, An aimless ne'er-do-well becomes a tour guide in a historic estate and winds up befriending the manor's resident ghost. ,https://yts.mx/torrent/download/94CD317829A81DB98A86C022980AF5E9C7846CCE,https://yts.mx/torrent/download/A2217E1AACB108371B2BA6E906A8CD4E40BA4C57
Prey,2021 [GERMAN],Adventure / Drama / Thriller,4.3,  1 hr 27 min  ,https://img.yts.mx/assets/images/movies/prey_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/prey_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/prey_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/prey_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/XeZmKxWqqbs?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," On his bachelor party weekend, Roman, his brother Albert and their friends go on a hiking trip into the wild. When the group hear gunshots nearby, they attribute them to hunters in the woods. However, they soon find themselves in a desperate bid for survival when they realize that they have fallen prey to a mysterious shooter. —Netflix ",https://yts.mx/torrent/download/7BECC38978916CC25C3C4D50EFA447D6523AD187,https://yts.mx/torrent/download/AD18E5CA3D18F5F83A6CF47DB299A0EFC2C65561
Martyrs Lane,2021,Horror,5.6,  1 hr 36 min  ,https://img.yts.mx/assets/images/movies/martyrs_lane_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/martyrs_lane_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/martyrs_lane_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/martyrs_lane_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/o4W_QVV2NrM?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Leah, 10, lives in a large vicarage, full of lost souls and the needy. In the day the house is bustling with people; at night it is dark, empty, a space for Leah's nightmares to creep into. A small, nightly visitor brings Leah comfort, but soon she will realise that her little visitor offers knowledge that might be very, very dangerous. ",https://yts.mx/torrent/download/030505622A90FE15CA3F222103CBB34FEFAF19D7,https://yts.mx/torrent/download/0D9622F354C5CE7A10F7AE3219D8D00FF96411F3
The Shadow Riders,1982,Romance / Western,6.8,  1 hr 36 min  ,https://img.yts.mx/assets/images/movies/the_shadow_riders_1982/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_shadow_riders_1982/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_shadow_riders_1982/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_shadow_riders_1982/large-screenshot3.jpg']",https://www.youtube.com/embed/X2qYNjiN2hI?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Tom Selleck and Sam Elliott star as brothers who battled on opposing sides of the Civil War only to return home to discover that their family, including a younger brother and one of the brothers' fiancée, have been kidnapped by a marauding band of rebel guerrillas who refuse to accept the defeat of the Confederacy. Aided by their uncle, they set out to rescue the family. ",https://yts.mx/torrent/download/EB92F3E01DBA2F5AAB35949BC501DCF89C16964A,https://yts.mx/torrent/download/2DD078B30DA0211F0D08FBB98E304AA3558A8D8B
Lokillo: Nothing's the Same,2021 [SPANISH],Comedy,4.5,  1 hr 3 min  ,https://img.yts.mx/assets/images/movies/lokillo_nothings_the_same_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/lokillo_nothings_the_same_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/lokillo_nothings_the_same_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/lokillo_nothings_the_same_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," With his very peculiar style, Lokillo Florez speaks that due to the pandemic, everything we were used to has changed. ",https://yts.mx/torrent/download/14D734768D62C98643DC2018238F136CC9C47113,https://yts.mx/torrent/download/DB8195D0BEF5D6D60BDBCE9F5290039BD05173FE
Kate,2021,Action / Adventure / Crime,6.3,  1 hr 46 min  ,https://img.yts.mx/assets/images/movies/kate_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/kate_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/kate_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/kate_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/MysGjRS9jFU?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Meticulous and preternaturally skilled, Kate is the perfect specimen of a finely tuned assassin at the height of her game. But when she uncharacteristically blows an assignment targeting a member of the yakuza in Tokyo, she quickly discovers she's been poisoned, a brutally slow execution that gives her less than 24 hours to exact revenge on her killers. As her body swiftly deteriorates, Kate forms an unlikely bond with the teenage daughter of one of her past victims. —Netflix ",https://yts.mx/torrent/download/D40F710CC32C1ACB30A6BF0059B67B96C0C1AD7E,https://yts.mx/torrent/download/76A21F86338EC8116FCA9C89D47729F074DB6229
The Damned,1947 [FRENCH],Adventure / Drama / Thriller,7,  1 hr 42 min  ,https://img.yts.mx/assets/images/movies/the_damned_1947/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_damned_1947/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_damned_1947/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_damned_1947/large-screenshot3.jpg']",https://www.youtube.com/embed/YXOzoT-zsZ0?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," In Oslo on April 19th 1945, in the Third Reich's last days, a group of Nazis and sympathizers (a Wehrmacht general, an SS commander, his ""assistant,"" an Italian industrialist and his wife who is also the general's lover, and a French collaborator) board a submarine that will take them to South America, where they hope to find refuge. While they sail in the Bay of Biscay, off the shores of the liberated French port of Royan, they manage to kidnap a French doctor to have him look after a wounded passenger. Dr. Gilbert will be forced to share the restricted space of the submarine with the fugitives. The atmosphere soon becomes unbreathable. —Guy Bellinger ",https://yts.mx/torrent/download/B575EFFD2F1B6449099C3D6485AC87A41639D26B,https://yts.mx/torrent/download/CABC3C23C9133679DCFB261CF3AFC991519756E0
The Manson Brothers Midnight Zombie Massacre,2021,Horror,4.6,  1 hr 32 min  ,https://img.yts.mx/assets/images/movies/the_manson_brothers_midnight_zombie_massacre_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_manson_brothers_midnight_zombie_massacre_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_manson_brothers_midnight_zombie_massacre_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_manson_brothers_midnight_zombie_massacre_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/m7n2_irb1lU?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," After being relegated, the two fighting brothers signed up for a new game. But they didn't know that they need to stay in an arena to fight zombies. ",https://yts.mx/torrent/download/462FC0E9E6DE154817AEE924BDB29CCA137CFB52,https://yts.mx/torrent/download/56B00E44D9596820E778DBDAC669912ECD6C84BA
Death Drop Gorgeous,2020,Comedy / Horror,4.2,  1 hr 44 min  ,https://img.yts.mx/assets/images/movies/death_drop_gorgeous_2020/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/death_drop_gorgeous_2020/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/death_drop_gorgeous_2020/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/death_drop_gorgeous_2020/large-screenshot3.jpg']",https://www.youtube.com/embed/hpgkEPNzHrA?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," A dejected bartender and an aging drag queen try to survive the eccentric and hostile nightlife of a corrupt city, as a masked maniac slaughters young gay men and drains them of blood. ",https://yts.mx/torrent/download/AB4DD76ECECEFC939B8DE4B85C3196EB0066EAB1,https://yts.mx/torrent/download/118768F2AEC78D2DDC1859A0A58CC0CBDC35ACAD
Retribution,1987,Horror / Mystery,5.9,  1 hr 48 min  ,https://img.yts.mx/assets/images/movies/retribution_1987/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/retribution_1987/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/retribution_1987/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/retribution_1987/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," At Halloween George Miller jumps down from the roof of a hotel. But he's rescued and survives. In psychiatry the young Dr. Jennifer Curtis cares for him and gives him back his will to live. However he suffers from terrible nightmares. Back home, he discovers in the newspaper that his dreams, in which he forces other people to kill themselves in most cruel ways, seem to be reality. —Tom Zoerner ",https://yts.mx/torrent/download/1F94C01CF6BB211EA70D4F5E4345496C0C612912,https://yts.mx/torrent/download/3E64B4880204FA877999D349B91ADB1284122F29
Gunfight at Dry River,2021,Drama / Romance / Thriller,4.9,  1 hr 41 min  ,https://img.yts.mx/assets/images/movies/gunfight_at_dry_river_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/gunfight_at_dry_river_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/gunfight_at_dry_river_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/gunfight_at_dry_river_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/3u8Oe0eiVKY?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," The US-Mexican border in 1888. In Dry River, a desert town debilitated by drought, a promise of gold will bring hope, love, and death in equal measure. ",https://yts.mx/torrent/download/F569556163471E180DBEBD6020DFF9F184DC6B6C,https://yts.mx/torrent/download/0CEEFE0080AF7B5F31035391BE06ACF93CF768D7
The World We Make,2019,Drama,5.4,  1 hr 48 min  ,https://img.yts.mx/assets/images/movies/the_world_we_make_2019/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_world_we_make_2019/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_world_we_make_2019/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_world_we_make_2019/large-screenshot3.jpg']",https://www.youtube.com/embed/4e0geny_aEw?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, 18 year old Lee (a spirited equestrian) and Jordan (an academic and football standout) are at the threshold of building a life together. But their character is tested when racial bias surfaces in their otherwise progressive small town. ,https://yts.mx/torrent/download/E2A94BBEB17DBBB98BEFEA426834617F7ADFA82D,https://yts.mx/torrent/download/E08E162B8FAA0EF7728D0ADB89BCD8DA3E8BC40D
Women in Cellblock 9,1978,Action / Crime / Drama,4.5,  1 hr 17 min  ,https://img.yts.mx/assets/images/movies/women_in_cellblock_9_1978/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/women_in_cellblock_9_1978/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/women_in_cellblock_9_1978/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/women_in_cellblock_9_1978/large-screenshot3.jpg']",https://www.youtube.com/embed/3w_XE8cHEcw?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, Somewhere in the jungles of South America mercenaries stop a truck which has allegedly loaded fruit. The cargo turns out to be six young women. Apprehended and handed over to the custody of the local women's prison. ,https://yts.mx/torrent/download/06F04B8517616FDC634BF8455A8ADBDEF0CDF63B,https://yts.mx/torrent/download/F10A33C545D0AEB10D53C6FFC50D8562925097DC
Thou Shalt Not Kill... Except,1985,Action / Adventure / Horror,5.7,  1 hr 23 min  ,https://img.yts.mx/assets/images/movies/thou_shalt_not_kill_except_1985/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/thou_shalt_not_kill_except_1985/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/thou_shalt_not_kill_except_1985/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/thou_shalt_not_kill_except_1985/large-screenshot3.jpg']",https://www.youtube.com/embed/WeW3gSozGeU?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Jack Stryker took two bullets in the leg in Vietnam and was carried back by one of his men. When he returns he tries to live a peaceful life in his cabin and resume dating his girlfriend, Sally. Meanwhile, a vicious cult let by Sam Raimi, who believes he is Jesus Christ, has been slaughtering people and doing blood sacrifices. When Stryker finds Sally gone, and her grandfather, Otis, used as a human dartboard, Stryker brings together his army buddies, gives them a stash of guns from under his bed, destroy an outhouse, and create a war zone not unlike Vietnam to destroy the evil cult. —Scott Hutchins ",https://yts.mx/torrent/download/B6D1B3FCF697D7B05FC047F563BC6FEE6E5CE9A9,https://yts.mx/torrent/download/555225FA8835F6E273E9ED3769D743CB31408EB8
Rape Zombie: Lust of the Dead,2012 [JAPANESE],Horror,3.8,  1 hr 14 min  ,https://img.yts.mx/assets/images/movies/rape_zombie_lust_of_the_dead_2012/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/rape_zombie_lust_of_the_dead_2012/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/rape_zombie_lust_of_the_dead_2012/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/rape_zombie_lust_of_the_dead_2012/large-screenshot3.jpg']",https://www.youtube.com/embed/5pFFXJ_qcRA?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," After a nuclear attack in Tokyo, the female population is attacked by infected males who have become sex-crazed zombies, hungry for human flesh. Officeworker Momoko and nurse Nozomi seek shelter in a Shinto Shrine, where they meet housewife Kanae and school girl Tamae. With no choices left to them, the group of girls decides to take a stand and arm themselves with assault rifles and explosives to fight off hordes of horny zombies. What is the secret to killing the zombies for good? —Anonymous ",https://yts.mx/torrent/download/F21E08A2F043B04F2E5DB59A413AFDE51EB4AF13,https://yts.mx/torrent/download/6D53D264FD4769EABF421FDFFE5F628FBF1C800F
The Neptune Factor,1973,Action / Adventure / Drama,4.5,  1 hr 38 min  ,https://img.yts.mx/assets/images/movies/the_neptune_factor_1973/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_neptune_factor_1973/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_neptune_factor_1973/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_neptune_factor_1973/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Aboard the R/V Triton, the Project Neptune team is doing oceanographic research. Director Andrews is trying to keep the research going in spite of opposition from Foundation Head Sheppard. Below on the ocean floor, in the Sealab, the team led by Hamilton is about to return to the surface when the Sealab is ripped loose from it's moorings and sent careening into a trench. Trapped too deep for divers, the only chance is rescue by a new US Navy mini-sub, piloted by the arrogant Cdr Blake USN. Blake, Chief Diver MacKay, Diver Cousins & Dr. Jansen (Hamilton's fiance) dive in the mini sub to attempt the rescue of the trapped Hamilton & crew. —Robb Mavins ",https://yts.mx/torrent/download/CEFADCE6A9E39712AE93393FA0C9D29413E9579C,https://yts.mx/torrent/download/F806247523C57F5D1693A98C16C4C102A6992FB2
Man Friday,1975,Adventure / Drama,6.4,  1 hr 55 min  ,https://img.yts.mx/assets/images/movies/man_friday_1975/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/man_friday_1975/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/man_friday_1975/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/man_friday_1975/large-screenshot3.jpg']",https://www.youtube.com/embed/rLBY4qUqOxg?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Englishman Robinson Crusoe, stranded alone on an island for years, is overjoyed to find a fellow man, a black islander whom he names Friday. But Crusoe cannot overcome the shackles of his own heritage and upbringing and is incapable of seeing Friday as anything other than a savage who needs Crusoe's brand of cultural and religious enlightenment. Friday attempts to share his own more generous and unashamed culture, but ultimately realizes that Crusoe can never see him as anything but an inferior being. With that awareness, Friday sets out to turn the tables on Crusoe. —Jim Beaver ",https://yts.mx/torrent/download/1A3C8107463B9CF1663AFEF6207E872F69C03E71,https://yts.mx/torrent/download/DF0227F908A25DA7464F9DCF5A16BDC565FEC322
